id,date,round,hteam,ateam,hscore,ascore,venue,winner,complete,margin
34294,2023-04-09 17:20:00,4,West Coast,Melbourne,63,126,Perth Stadium,Melbourne,100,-63
34295,2023-04-10 15:20:00,4,Geelong,Hawthorn,127,45,M.C.G.,Geelong,100,82
34296,2023-04-13 19:40:00,5,Adelaide,Carlton,118,62,Adelaide Oval,Adelaide,100,56
34297,2023-04-14 17:10:00,5,Fremantle,Gold Coast,100,90,Norwood Oval,Fremantle,100,10
34505,2023-04-14 20:10:00,5,Richmond,Sydney,78,122,Adelaide Oval,Sydney,100,-44
34506,2023-04-15 13:10:00,5,Brisbane Lions,North Melbourne,152,77,Adelaide Hills,Brisbane Lions,100,75
34300,2023-04-15 16:10:00,5,Essendon,Melbourne,104,77,Adelaide Oval,Essendon,100,27
34301,2023-04-15 19:50:00,5,Port Adelaide,Western Bulldogs,70,56,Adelaide Oval,Port Adelaide,100,14
34302,2023-04-16 13:10:00,5,Geelong,West Coast,136,89,Adelaide Oval,Geelong,100,47
34510,2023-04-16 15:20:00,5,Greater Western Sydney,Hawthorn,77,75,Norwood Oval,Greater Western Sydney,100,2
34511,2023-04-16 16:50:00,5,Collingwood,St Kilda,70,64,Adelaide Oval,Collingwood,100,6
34305,2023-04-21 20:10:00,6,Fremantle,Western Bulldogs,69,118,Perth Stadium,Western Bulldogs,100,-49
34306,2023-04-22 13:45:00,6,Port Adelaide,West Coast,109,69,Adelaide Oval,Port Adelaide,100,40
34307,2023-04-22 16:35:00,6,Greater Western Sydney,Brisbane Lions,87,108,Manuka Oval,Brisbane Lions,100,-21
34308,2023-04-22 19:25:00,6,Geelong,Sydney,130,37,Kardinia Park,Geelong,100,93
34309,2023-04-23 13:10:00,6,Hawthorn,Adelaide,76,79,York Park,Adelaide,100,-3
34310,2023-04-23 15:20:00,6,Carlton,St Kilda,60,82,Docklands,St Kilda,100,-22
34311,2023-04-23 16:40:00,6,Gold Coast,North Melbourne,97,54,Carrara,Gold Coast,100,43
34312,2023-04-24 19:25:00,6,Melbourne,Richmond,96,78,M.C.G.,Melbourne,100,18
34313,2023-04-25 15:20:00,6,Collingwood,Essendon,90,77,M.C.G.,Collingwood,100,13
34314,2023-04-28 19:50:00,7,St Kilda,Port Adelaide,76,83,Docklands,Port Adelaide,100,-7
34315,2023-04-29 13:45:00,7,Brisbane Lions,Fremantle,115,67,Gabba,Brisbane Lions,100,48
34316,2023-04-29 14:10:00,7,Sydney,Greater Western Sydney,106,107,S.C.G.,Greater Western Sydney,100,-1
34317,2023-04-29 16:35:00,7,Western Bulldogs,Hawthorn,94,65,Docklands,Western Bulldogs,100,29
34318,2023-04-29 19:25:00,7,Melbourne,North Melbourne,139,49,M.C.G.,Melbourne,100,90
34319,2023-04-29 19:30:00,7,West Coast,Carlton,44,152,Perth Stadium,Carlton,100,-108
34320,2023-04-30 13:10:00,7,Essendon,Geelong,104,132,M.C.G.,Geelong,100,-28
34321,2023-04-30 15:20:00,7,Richmond,Gold Coast,48,72,Docklands,Gold Coast,100,-24
34322,2023-04-30 16:40:00,7,Adelaide,Collingwood,58,59,Adelaide Oval,Collingwood,100,-1
34323,2023-05-05 19:50:00,8,Carlton,Brisbane Lions,74,100,Docklands,Brisbane Lions,100,-26
34324,2023-05-06 13:45:00,8,Richmond,West Coast,104,58,M.C.G.,Richmond,100,46
34325,2023-05-06 14:10:00,8,Geelong,Adelaide,98,72,Kardinia Park,Geelong,100,26
34326,2023-05-06 16:35:00,8,Gold Coast,Melbourne,85,90,Carrara,Melbourne,100,-5
34328,2023-05-06 19:30:00,8,Fremantle,Hawthorn,117,48,Perth Stadium,Fremantle,100,69
34327,2023-05-06 19:30:00,8,Greater Western Sydney,Western Bulldogs,71,86,Manuka Oval,Western Bulldogs,100,-15
34329,2023-05-07 13:10:00,8,Port Adelaide,Essendon,92,87,Adelaide Oval,Port Adelaide,100,5
34330,2023-05-07 15:20:00,8,Collingwood,Sydney,77,48,M.C.G.,Collingwood,100,29
34331,2023-05-07 16:40:00,8,North Melbourne,St Kilda,34,64,Docklands,St Kilda,100,-30
34332,2023-05-12 19:20:00,9,Richmond,Geelong,102,78,M.C.G.,Richmond,100,24
34333,2023-05-12 20:40:00,9,West Coast,Gold Coast,43,113,Perth Stadium,Gold Coast,100,-70
34334,2023-05-13 13:45:00,9,Sydney,Fremantle,86,103,S.C.G.,Fremantle,100,-17
34335,2023-05-13 14:10:00,9,North Melbourne,Port Adelaide,65,135,Bellerive Oval,Port Adelaide,100,-70
34336,2023-05-13 16:35:00,9,Hawthorn,Melbourne,49,103,M.C.G.,Melbourne,100,-54
34337,2023-05-13 19:25:00,9,Brisbane Lions,Essendon,87,45,Gabba,Brisbane Lions,100,42
34338,2023-05-13 19:30:00,9,Carlton,Western Bulldogs,59,79,Docklands,Western Bulldogs,100,-20
34339,2023-05-14 13:10:00,9,Adelaide,St Kilda,121,69,Adelaide Oval,Adelaide,100,52
34340,2023-05-14 16:40:00,9,Collingwood,Greater Western Sydney,120,55,M.C.G.,Collingwood,100,65
34341,2023-05-19 19:50:00,10,Port Adelaide,Melbourne,80,76,Adelaide Oval,Port Adelaide,100,4
34342,2023-05-20 13:45:00,10,North Melbourne,Sydney,90,93,Docklands,Sydney,100,-3
34343,2023-05-20 14:10:00,10,Western Bulldogs,Adelaide,85,40,Eureka Stadium,Western Bulldogs,100,45
34344,2023-05-20 16:35:00,10,Fremantle,Geelong,106,77,Perth Stadium,Fremantle,100,29
34345,2023-05-20 19:30:00,10,Brisbane Lions,Gold Coast,107,64,Gabba,Brisbane Lions,100,43
34346,2023-05-20 19:40:00,10,Essendon,Richmond,71,70,M.C.G.,Essendon,100,1
34347,2023-05-21 13:10:00,10,Hawthorn,West Coast,142,26,York Park,Hawthorn,100,116
34348,2023-05-21 15:20:00,10,Carlton,Collingwood,57,85,M.C.G.,Collingwood,100,-28
34349,2023-05-21 16:40:00,10,Greater Western Sydney,St Kilda,80,92,Sydney Showground,St Kilda,100,-12
34350,2023-05-26 19:50:00,11,Sydney,Carlton,77,51,S.C.G.,Sydney,100,26
34351,2023-05-27 13:45:00,11,St Kilda,Hawthorn,78,88,Docklands,Hawthorn,100,-10
34352,2023-05-27 14:10:00,11,Melbourne,Fremantle,72,79,M.C.G.,Fremantle,100,-7
34353,2023-05-27 16:35:00,11,Geelong,Greater Western Sydney,74,81,Kardinia Park,Greater Western Sydney,100,-7
34354,2023-05-27 19:25:00,11,Gold Coast,Western Bulldogs,84,77,Marrara Oval,Gold Coast,100,7
34355,2023-05-27 19:40:00,11,West Coast,Essendon,46,96,Perth Stadium,Essendon,100,-50
34356,2023-05-28 13:10:00,11,Richmond,Port Adelaide,67,77,M.C.G.,Port Adelaide,100,-10
34357,2023-05-28 15:20:00,11,Collingwood,North Melbourne,105,70,Docklands,Collingwood,100,35
34358,2023-05-28 16:40:00,11,Adelaide,Brisbane Lions,95,78,Adelaide Oval,Adelaide,100,17
34359,2023-06-02 19:50:00,12,Melbourne,Carlton,61,44,M.C.G.,Melbourne,100,17
34360,2023-06-03 13:45:00,12,Port Adelaide,Hawthorn,151,96,Adelaide Oval,Port Adelaide,100,55
34361,2023-06-03 16:35:00,12,West Coast,Collingwood,57,120,Perth Stadium,Collingwood,100,-63
34362,2023-06-03 19:25:00,12,Western Bulldogs,Geelong,75,97,Docklands,Geelong,100,-22
34363,2023-06-03 19:30:00,12,Gold Coast,Adelaide,112,87,Marrara Oval,Gold Coast,100,25
34364,2023-06-04 13:10:00,12,Greater Western Sydney,Richmond,104,110,Sydney Showground,Richmond,100,-6
34365,2023-06-04 16:40:00,12,Essendon,North Melbourne,105,99,Docklands,Essendon,100,6
34366,2023-06-08 19:10:00,13,Sydney,St Kilda,66,80,S.C.G.,St Kilda,100,-14
34367,2023-06-09 19:50:00,13,Western Bulldogs,Port Adelaide,85,107,Docklands,Port Adelaide,100,-22
34368,2023-06-10 13:45:00,13,Hawthorn,Brisbane Lions,98,73,M.C.G.,Hawthorn,100,25
34369,2023-06-10 16:35:00,13,Adelaide,West Coast,174,52,Adelaide Oval,Adelaide,100,122
34370,2023-06-10 19:25:00,13,Fremantle,Richmond,70,85,Perth Stadium,Richmond,100,-15
34371,2023-06-11 15:20:00,13,North Melbourne,Greater Western Sydney,75,103,Bellerive Oval,Greater Western Sydney,100,-28
34372,2023-06-11 19:15:00,13,Carlton,Essendon,52,86,M.C.G.,Essendon,100,-34
34373,2023-06-12 15:20:00,13,Melbourne,Collingwood,66,62,M.C.G.,Melbourne,100,4
34374,2023-06-15 19:40:00,14,Port Adelaide,Geelong,110,72,Adelaide Oval,Port Adelaide,100,38
34375,2023-06-16 19:50:00,14,Brisbane Lions,Sydney,97,81,Gabba,Brisbane Lions,100,16
34376,2023-06-17 16:35:00,14,Greater Western Sydney,Fremantle,106,36,Sydney Showground,Greater Western Sydney,100,70
34377,2023-06-17 19:25:00,14,Richmond,St Kilda,90,70,M.C.G.,Richmond,100,20
34378,2023-06-18 13:10:00,14,Carlton,Gold Coast,120,61,M.C.G.,Carlton,100,59
34379,2023-06-18 16:40:00,14,North Melbourne,Western Bulldogs,84,105,Docklands,Western Bulldogs,100,-21
34380,2023-06-22 19:20:00,15,Geelong,Melbourne,78,63,Kardinia Park,Geelong,100,15
34381,2023-06-23 19:50:00,15,St Kilda,Brisbane Lions,56,84,Docklands,Brisbane Lions,100,-28
34382,2023-06-24 16:35:00,15,Sydney,West Coast,205,34,S.C.G.,Sydney,100,171
34383,2023-06-24 19:25:00,15,Fremantle,Essendon,93,61,Perth Stadium,Fremantle,100,32
34384,2023-06-25 13:10:00,15,Collingwood,Adelaide,82,80,M.C.G.,Collingwood,100,2
34385,2023-06-25 16:40:00,15,Gold Coast,Hawthorn,101,34,Carrara,Gold Coast,100,67
34386,2023-06-29 19:20:00,16,Brisbane Lions,Richmond,134,53,Gabba,Brisbane Lions,100,81
34390,2023-06-30 19:50:00,16,Sydney,Geelong,54,54,S.C.G.,,100,0
34392,2023-07-01 13:45:00,16,Adelaide,North Melbourne,138,72,Adelaide Oval,Adelaide,100,66
34391,2023-07-01 13:45:00,16,Western Bulldogs,Fremantle,102,73,Docklands,Western Bulldogs,100,29
34388,2023-07-01 16:35:00,16,Gold Coast,Collingwood,42,120,Carrara,Collingwood,100,-78
34387,2023-07-01 19:25:00,16,Essendon,Port Adelaide,74,78,M.C.G.,Port Adelaide,100,-4
34389,2023-07-02 13:10:00,16,Hawthorn,Carlton,52,112,M.C.G.,Carlton,100,-60
34393,2023-07-02 15:20:00,16,Melbourne,Greater Western Sydney,45,47,Traeger Park,Greater Western Sydney,100,-2
34394,2023-07-02 16:40:00,16,West Coast,St Kilda,77,85,Perth Stadium,St Kilda,100,-8
34399,2023-07-06 19:20:00,17,Richmond,Sydney,88,75,M.C.G.,Richmond,100,13
34401,2023-07-07 19:50:00,17,Western Bulldogs,Collingwood,77,89,Docklands,Collingwood,100,-12
34395,2023-07-08 13:45:00,17,Brisbane Lions,West Coast,116,35,Gabba,Brisbane Lions,100,81
34398,2023-07-08 16:35:00,17,Greater Western Sydney,Hawthorn,85,72,Sydney Showground,Greater Western Sydney,100,13
34400,2023-07-08 19:25:00,17,St Kilda,Melbourne,58,79,Docklands,Melbourne,100,-21
34402,2023-07-08 19:40:00,17,Port Adelaide,Gold Coast,106,73,Adelaide Oval,Port Adelaide,100,33
34397,2023-07-09 13:10:00,17,Geelong,North Melbourne,125,63,Kardinia Park,Geelong,100,62
34396,2023-07-09 15:20:00,17,Essendon,Adelaide,115,97,Docklands,Essendon,100,18
34403,2023-07-09 16:40:00,17,Fremantle,Carlton,45,98,Perth Stadium,Carlton,100,-53
34410,2023-07-13 19:20:00,18,Sydney,Western Bulldogs,78,76,S.C.G.,Sydney,100,2
34408,2023-07-14 19:50:00,18,Melbourne,Brisbane Lions,105,104,M.C.G.,Melbourne,100,1
34405,2023-07-15 13:45:00,18,Collingwood,Fremantle,113,67,M.C.G.,Collingwood,100,46
34407,2023-07-15 14:10:00,18,Gold Coast,St Kilda,77,51,Carrara,Gold Coast,100,26
34404,2023-07-15 16:35:00,18,Carlton,Port Adelaide,122,72,Docklands,Carlton,100,50
34406,2023-07-15 19:25:00,18,Geelong,Essendon,122,45,Kardinia Park,Geelong,100,77
34411,2023-07-15 19:40:00,18,Adelaide,Greater Western Sydney,57,71,Adelaide Oval,Greater Western Sydney,100,-14
34409,2023-07-16 13:10:00,18,North Melbourne,Hawthorn,40,88,Docklands,Hawthorn,100,-48
34412,2023-07-16 16:40:00,18,West Coast,Richmond,60,98,Perth Stadium,Richmond,100,-38
34415,2023-07-21 19:50:00,19,Essendon,Western Bulldogs,49,90,Docklands,Western Bulldogs,100,-41
34418,2023-07-22 13:45:00,19,Richmond,Hawthorn,96,95,M.C.G.,Richmond,100,1
34414,2023-07-22 14:10:00,19,Carlton,West Coast,140,69,Docklands,Carlton,100,71
34413,2023-07-22 16:35:00,19,Brisbane Lions,Geelong,64,53,Gabba,Brisbane Lions,100,11
34421,2023-07-22 19:40:00,19,Fremantle,Sydney,76,105,Perth Stadium,Sydney,100,-29
34420,2023-07-22 19:40:00,19,Port Adelaide,Collingwood,83,85,Adelaide Oval,Collingwood,100,-2
34416,2023-07-23 13:10:00,19,Greater Western Sydney,Gold Coast,103,63,Manuka Oval,Greater Western Sydney,100,40
34417,2023-07-23 15:20:00,19,Melbourne,Adelaide,97,93,M.C.G.,Melbourne,100,4
34419,2023-07-23 16:40:00,19,St Kilda,North Melbourne,69,61,Docklands,St Kilda,100,8
34422,2023-07-28 19:50:00,20,Collingwood,Carlton,76,93,M.C.G.,Carlton,100,-17
34424,2023-07-29 13:45:00,20,Geelong,Fremantle,64,71,Kardinia Park,Fremantle,100,-7
34428,2023-07-29 13:45:00,20,Western Bulldogs,Greater Western Sydney,73,78,Eureka Stadium,Greater Western Sydney,100,-5
34425,2023-07-29 16:35:00,20,Gold Coast,Brisbane Lions,96,55,Carrara,Gold Coast,100,41
34423,2023-07-29 19:25:00,20,Essendon,Sydney,99,101,Docklands,Sydney,100,-2
34429,2023-07-29 19:40:00,20,Adelaide,Port Adelaide,112,65,Adelaide Oval,Adelaide,100,47
34426,2023-07-30 13:10:00,20,Hawthorn,St Kilda,93,122,Docklands,St Kilda,100,-29
34427,2023-07-30 15:20:00,20,Richmond,Melbourne,98,130,M.C.G.,Melbourne,100,-32
34430,2023-07-30 16:40:00,20,West Coast,North Melbourne,72,67,Perth Stadium,West Coast,100,5
34437,2023-08-04 19:50:00,21,Western Bulldogs,Richmond,126,71,Docklands,Western Bulldogs,100,55
34431,2023-08-05 13:45:00,21,Essendon,West Coast,73,72,Docklands,Essendon,100,1
34438,2023-08-05 14:10:00,21,Adelaide,Gold Coast,89,61,Adelaide Oval,Adelaide,100,28
34434,2023-08-05 16:35:00,21,Hawthorn,Collingwood,105,73,M.C.G.,Hawthorn,100,32
34432,2023-08-05 19:25:00,21,Geelong,Port Adelaide,97,85,Kardinia Park,Geelong,100,12
34433,2023-08-05 19:30:00,21,Greater Western Sydney,Sydney,85,96,Sydney Showground,Sydney,100,-11
34435,2023-08-06 13:10:00,21,North Melbourne,Melbourne,71,103,Bellerive Oval,Melbourne,100,-32
34436,2023-08-06 15:20:00,21,St Kilda,Carlton,54,73,Docklands,Carlton,100,-19
34439,2023-08-06 16:40:00,21,Fremantle,Brisbane Lions,74,77,Perth Stadium,Brisbane Lions,100,-3
34442,2023-08-11 19:50:00,22,Collingwood,Geelong,109,101,M.C.G.,Collingwood,100,8
34444,2023-08-12 13:45:00,22,North Melbourne,Essendon,77,86,Docklands,Essendon,100,-9
34446,2023-08-12 13:45:00,22,Sydney,Gold Coast,114,90,S.C.G.,Sydney,100,24
34441,2023-08-12 16:35:00,22,Brisbane Lions,Adelaide,99,93,Gabba,Brisbane Lions,100,6
34440,2023-08-12 19:30:00,22,Carlton,Melbourne,60,56,M.C.G.,Carlton,100,4
34448,2023-08-12 20:10:00,22,West Coast,Fremantle,33,134,Perth Stadium,Fremantle,100,-101
34443,2023-08-13 13:10:00,22,Hawthorn,Western Bulldogs,67,64,York Park,Hawthorn,100,3
34445,2023-08-13 15:20:00,22,St Kilda,Richmond,93,57,Docklands,St Kilda,100,36
34447,2023-08-13 16:40:00,22,Port Adelaide,Greater Western Sydney,136,85,Adelaide Oval,Port Adelaide,100,51
34449,2023-08-18 19:50:00,23,Collingwood,Brisbane Lions,100,124,Docklands,Brisbane Lions,100,-24
34453,2023-08-19 13:45:00,23,Richmond,North Melbourne,101,72,M.C.G.,Richmond,100,29
34450,2023-08-19 14:10:00,23,Gold Coast,Carlton,87,91,Carrara,Carlton,100,-4
34451,2023-08-19 16:35:00,23,Greater Western Sydney,Essendon,162,36,Sydney Showground,Greater Western Sydney,100,126
34454,2023-08-19 19:25:00,23,St Kilda,Geelong,88,55,Docklands,St Kilda,100,33
34456,2023-08-19 19:40:00,23,Adelaide,Sydney,73,74,Adelaide Oval,Sydney,100,-1
34455,2023-08-20 13:10:00,23,Western Bulldogs,West Coast,85,92,Docklands,West Coast,100,-7
34452,2023-08-20 15:20:00,23,Melbourne,Hawthorn,87,60,M.C.G.,Melbourne,100,27
34457,2023-08-20 16:40:00,23,Fremantle,Port Adelaide,58,74,Perth Stadium,Port Adelaide,100,-16
34460,2023-08-25 19:50:00,24,Essendon,Collingwood,31,101,M.C.G.,Collingwood,100,-70
34462,2023-08-26 13:45:00,24,Hawthorn,Fremantle,56,93,M.C.G.,Fremantle,100,-37
34463,2023-08-26 13:45:00,24,North Melbourne,Gold Coast,132,97,Bellerive Oval,North Melbourne,100,35
34458,2023-08-26 16:35:00,24,Brisbane Lions,St Kilda,72,60,Gabba,Brisbane Lions,100,12
34461,2023-08-26 19:25:00,24,Geelong,Western Bulldogs,79,104,Kardinia Park,Western Bulldogs,100,-25
34466,2023-08-26 20:10:00,24,West Coast,Adelaide,78,123,Perth Stadium,Adelaide,100,-45
34465,2023-08-27 12:30:00,24,Port Adelaide,Richmond,94,63,Adelaide Oval,Port Adelaide,100,31
34464,2023-08-27 15:20:00,24,Sydney,Melbourne,56,77,S.C.G.,Melbourne,100,-21
34459,2023-08-27 18:10:00,24,Carlton,Greater Western Sydney,73,105,Docklands,Greater Western Sydney,100,-32
